"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060326","GO:0060326","cell chemotaxis","2/21","322/17284",0.0062111801242236,5.11209701271813,2.5978485895385,0.0575777372984386,0.201729194707479,0.160022942737804,"MIF/PPIA",2
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","1/21","50/17284",0.02,16.4609523809524,3.81846907329625,0.0590574037863477,0.202924583451235,0.160971192319471,"ND1",1
"GO:0061082","GO:0061082","myeloid leukocyte cytokine production","1/21","50/17284",0.02,16.4609523809524,3.81846907329625,0.0590574037863477,0.202924583451235,0.160971192319471,"MIF",1
"GO:0042742","GO:0042742","defense response to bacterium","2/21","327/17284",0.00611620795107034,5.03393039172856,2.56855484373618,0.0591689750514896,0.202924583451235,0.160971192319471,"FAU/RPL30",2
"GO:0030838","GO:0030838","positive regulation of actin filament polymerization","1/21","52/17284",0.0192307692307692,15.8278388278388,3.73484654673278,0.0613491907501477,0.207034929878279,0.164231750276296,"PFN1",1
"GO:0140353","GO:0140353","lipid export from cell","1/21","52/17284",0.0192307692307692,15.8278388278388,3.73484654673278,0.0613491907501477,0.207034929878279,0.164231750276296,"MIF",1
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","1/21","53/17284",0.0188679245283019,15.529200359389,3.6947536210343,0.0624930897168521,0.207034929878279,0.164231750276296,"MIF",1
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","1/21","53/17284",0.0188679245283019,15.529200359389,3.6947536210343,0.0624930897168521,0.207034929878279,0.164231750276296,"MIF",1
"GO:0051403","GO:0051403","stress-activated MAPK cascade","1/21","53/17284",0.0188679245283019,15.529200359389,3.6947536210343,0.0624930897168521,0.207034929878279,0.164231750276296,"PPIA",1
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","1/21","55/17284",0.0181818181818182,14.9645021645022,3.61774410064494,0.0647769059481063,0.212051889605125,0.168211484891562,"MIF",1
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","2/21","345/17284",0.00579710144927536,4.77129054520359,2.46783848677242,0.0650243556790897,0.212051889605125,0.168211484891562,"GAPDH/ND1",2
"GO:0006826","GO:0006826","iron ion transport","1/21","56/17284",0.0178571428571429,14.6972789115646,3.58073316073626,0.0659168261393586,0.212051889605125,0.168211484891562,"FTH1",1
"GO:0046456","GO:0046456","icosanoid biosynthetic process","1/21","56/17284",0.0178571428571429,14.6972789115646,3.58073316073626,0.0659168261393586,0.212051889605125,0.168211484891562,"MIF",1
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","1/21","57/17284",0.0175438596491228,14.4394319131161,3.54466004086166,0.0670554229962819,0.212051889605125,0.168211484891562,"PPIA",1
"GO:0031529","GO:0031529","ruffle organization","1/21","57/17284",0.0175438596491228,14.4394319131161,3.54466004086166,0.0670554229962819,0.212051889605125,0.168211484891562,"PFN1",1
"GO:0043030","GO:0043030","regulation of macrophage activation","1/21","57/17284",0.0175438596491228,14.4394319131161,3.54466004086166,0.0670554229962819,0.212051889605125,0.168211484891562,"MIF",1
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","1/21","58/17284",0.0172413793103448,14.1904761904762,3.50948448463275,0.0681926979784078,0.214257057519255,0.169960748102381,"MIF",1
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","1/21","60/17284",0.0166666666666667,13.7174603174603,3.44167680570694,0.0704632881487686,0.214380572317913,0.170058726987299,"MIF",1
"GO:1905517","GO:1905517","macrophage migration","1/21","60/17284",0.0166666666666667,13.7174603174603,3.44167680570694,0.0704632881487686,0.214380572317913,0.170058726987299,"MIF",1
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","1/21","61/17284",0.0163934426229508,13.4925839188134,3.40897541579864,0.0715966062484479,0.214380572317913,0.170058726987299,"PPIA",1
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","1/21","61/17284",0.0163934426229508,13.4925839188134,3.40897541579864,0.0715966062484479,0.214380572317913,0.170058726987299,"ND1",1
"GO:0032147","GO:0032147","activation of protein kinase activity","1/21","61/17284",0.0163934426229508,13.4925839188134,3.40897541579864,0.0715966062484479,0.214380572317913,0.170058726987299,"PPIA",1
"GO:0032233","GO:0032233","positive regulation of actin filament bundle assembly","1/21","61/17284",0.0163934426229508,13.4925839188134,3.40897541579864,0.0715966062484479,0.214380572317913,0.170058726987299,"PFN1",1
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","1/21","61/17284",0.0163934426229508,13.4925839188134,3.40897541579864,0.0715966062484479,0.214380572317913,0.170058726987299,"ND1",1
"GO:0009259","GO:0009259","ribonucleotide metabolic process","2/21","365/17284",0.00547945205479452,4.50984996738421,2.36378905019168,0.0717536617819708,0.214380572317913,0.170058726987299,"GAPDH/ND1",2
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","1/21","63/17284",0.0158730158730159,13.0642479213908,3.34581883640368,0.073859295744007,0.215625244008749,0.171046070574324,"PFN1",1
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","1/21","63/17284",0.0158730158730159,13.0642479213908,3.34581883640368,0.073859295744007,0.215625244008749,0.171046070574324,"RPL35",1
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","1/21","63/17284",0.0158730158730159,13.0642479213908,3.34581883640368,0.073859295744007,0.215625244008749,0.171046070574324,"PFN1",1
"GO:0019693","GO:0019693","ribose phosphate metabolic process","2/21","373/17284",0.00536193029490617,4.41312396272182,2.32425037713867,0.0745082232476364,0.215625244008749,0.171046070574324,"GAPDH/ND1",2
"GO:0071715","GO:0071715","icosanoid transport","1/21","64/17284",0.015625,12.860119047619,3.31530538346496,0.0749886700422109,0.215625244008749,0.171046070574324,"MIF",1
"GO:0006417","GO:0006417","regulation of translation","2/21","376/17284",0.00531914893617021,4.37791286727457,2.30970929866898,0.0755501513325098,0.215625244008749,0.171046070574324,"GAPDH/RPL38",2
"GO:0010632","GO:0010632","regulation of epithelial cell migration","1/21","65/17284",0.0153846153846154,12.6622710622711,3.28546559553693,0.0761167326397209,0.215625244008749,0.171046070574324,"PFN1",1
"GO:0048524","GO:0048524","positive regulation of viral process","1/21","65/17284",0.0153846153846154,12.6622710622711,3.28546559553693,0.0761167326397209,0.215625244008749,0.171046070574324,"PPIA",1
"GO:0031647","GO:0031647","regulation of protein stability","2/21","378/17284",0.00529100529100529,4.35474930713026,2.30009946277304,0.0762474511650681,0.215625244008749,0.171046070574324,"GAPDH/PFN1",2
"GO:0015909","GO:0015909","long-chain fatty acid transport","1/21","66/17284",0.0151515151515152,12.4704184704185,3.2562741042246,0.0772434849839084,0.215625244008749,0.171046070574324,"MIF",1
"GO:0030888","GO:0030888","regulation of B cell proliferation","1/21","66/17284",0.0151515151515152,12.4704184704185,3.2562741042246,0.0772434849839084,0.215625244008749,0.171046070574324,"MIF",1
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","2/21","383/17284",0.00522193211488251,4.29789879398235,2.27636336208342,0.0779999875946567,0.215625244008749,0.171046070574324,"MIF/PPIA",2
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","1/21","67/17284",0.0149253731343284,12.2842928216063,3.22770686577132,0.0783689285206336,0.215625244008749,0.171046070574324,"ND1",1
"GO:0050832","GO:0050832","defense response to fungus","1/21","67/17284",0.0149253731343284,12.2842928216063,3.22770686577132,0.0783689285206336,0.215625244008749,0.171046070574324,"GAPDH",1
"GO:0019731","GO:0019731","antibacterial humoral response","1/21","70/17284",0.0142857142857143,11.7578231292517,3.14552830460649,0.0817374207219691,0.222472686397059,0.176477846985239,"FAU",1
"GO:0006979","GO:0006979","response to oxidative stress","2/21","394/17284",0.0050761421319797,4.17790669567319,2.22554051707216,0.0819013970361024,0.222472686397059,0.176477846985239,"ND1/PPIA",2
"GO:0006414","GO:0006414","translational elongation","1/21","71/17284",0.0140845070422535,11.5922199865862,3.11924120321245,0.0828576434572331,0.222472686397059,0.176477846985239,"RPLP1",1
"GO:0006879","GO:0006879","intracellular iron ion homeostasis","1/21","72/17284",0.0138888888888889,11.4312169312169,3.09347516533196,0.0839765645916898,0.222472686397059,0.176477846985239,"FTH1",1
"GO:0032722","GO:0032722","positive regulation of chemokine production","1/21","72/17284",0.0138888888888889,11.4312169312169,3.09347516533196,0.0839765645916898,0.222472686397059,0.176477846985239,"MIF",1
"GO:0050918","GO:0050918","positive chemotaxis","1/21","72/17284",0.0138888888888889,11.4312169312169,3.09347516533196,0.0839765645916898,0.222472686397059,0.176477846985239,"MIF",1
"GO:0050900","GO:0050900","leukocyte migration","2/21","400/17284",0.005,4.1152380952381,2.1985920135575,0.0840553887003263,0.222472686397059,0.176477846985239,"MIF/PPIA",2
"GO:0032481","GO:0032481","positive regulation of type I interferon production","1/21","75/17284",0.0133333333333333,10.9739682539683,3.01913041321589,0.0873255327508239,0.227591763779047,0.180538587067784,"GAPDH",1
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","1/21","76/17284",0.0131578947368421,10.8295739348371,2.99527959666562,0.0884392618351538,0.227591763779047,0.180538587067784,"ND1",1
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","1/21","76/17284",0.0131578947368421,10.8295739348371,2.99527959666562,0.0884392618351538,0.227591763779047,0.180538587067784,"MIF",1
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","1/21","76/17284",0.0131578947368421,10.8295739348371,2.99527959666562,0.0884392618351538,0.227591763779047,0.180538587067784,"MIF",1
"GO:0032890","GO:0032890","regulation of organic acid transport","1/21","77/17284",0.012987012987013,10.6889301175015,2.97186915066839,0.0895516964877259,0.227591763779047,0.180538587067784,"MIF",1
"GO:0070527","GO:0070527","platelet aggregation","1/21","77/17284",0.012987012987013,10.6889301175015,2.97186915066839,0.0895516964877259,0.227591763779047,0.180538587067784,"PPIA",1
"GO:0045859","GO:0045859","regulation of protein kinase activity","2/21","416/17284",0.00480769230769231,3.95695970695971,2.12922400045222,0.0898858144375742,0.227591763779047,0.180538587067784,"MIF/PPIA",2
"GO:0009620","GO:0009620","response to fungus","1/21","78/17284",0.0128205128205128,10.5518925518926,2.94888507648523,0.0906628381378544,0.227591763779047,0.180538587067784,"GAPDH",1
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","1/21","78/17284",0.0128205128205128,10.5518925518926,2.94888507648523,0.0906628381378544,0.227591763779047,0.180538587067784,"PPIA",1
"GO:0032272","GO:0032272","negative regulation of protein polymerization","1/21","78/17284",0.0128205128205128,10.5518925518926,2.94888507648523,0.0906628381378544,0.227591763779047,0.180538587067784,"PFN1",1
"GO:0002260","GO:0002260","lymphocyte homeostasis","1/21","80/17284",0.0125,10.2880952380952,2.90414310917728,0.0928812481405596,0.227640900460092,0.180577565046696,"MIF",1
"GO:0001843","GO:0001843","neural tube closure","1/21","82/17284",0.0121951219512195,10.0371660859466,2.86095347580142,0.0950945032479023,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0060606","GO:0060606","tube closure","1/21","83/17284",0.0120481927710843,9.9162363740677,2.83991177663193,0.0961992012732366,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0070227","GO:0070227","lymphocyte apoptotic process","1/21","83/17284",0.0120481927710843,9.9162363740677,2.83991177663193,0.0961992012732366,0.227640900460092,0.180577565046696,"MIF",1
"GO:0030593","GO:0030593","neutrophil chemotaxis","1/21","84/17284",0.0119047619047619,9.79818594104308,2.819224317355,0.0973026148406604,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","1/21","84/17284",0.0119047619047619,9.79818594104308,2.819224317355,0.0973026148406604,0.227640900460092,0.180577565046696,"MIF",1
"GO:0006163","GO:0006163","purine nucleotide metabolic process","2/21","437/17284",0.0045766590389016,3.76680832516073,2.04324093776351,0.0977203498359988,0.227640900460092,0.180577565046696,"GAPDH/ND1",2
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","1/21","85/17284",0.0117647058823529,9.68291316526611,2.79888077790427,0.0984047453690525,0.227640900460092,0.180577565046696,"MIF",1
"GO:0045069","GO:0045069","regulation of viral genome replication","1/21","85/17284",0.0117647058823529,9.68291316526611,2.79888077790427,0.0984047453690525,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0032370","GO:0032370","positive regulation of lipid transport","1/21","86/17284",0.0116279069767442,9.5703211517165,2.77887125715932,0.0995055942758056,0.227640900460092,0.180577565046696,"MIF",1
"GO:0050871","GO:0050871","positive regulation of B cell activation","1/21","86/17284",0.0116279069767442,9.5703211517165,2.77887125715932,0.0995055942758056,0.227640900460092,0.180577565046696,"MIF",1
"GO:0014020","GO:0014020","primary neural tube formation","1/21","87/17284",0.0114942528735632,9.46031746031746,2.75918625127919,0.10060516297683,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0043549","GO:0043549","regulation of kinase activity","2/21","448/17284",0.00446428571428571,3.67431972789116,2.00029455875302,0.101902343830175,0.227640900460092,0.180577565046696,"MIF/PPIA",2
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","2/21","450/17284",0.00444444444444444,3.65798941798942,1.99263117270095,0.102668261392572,0.227640900460092,0.180577565046696,"MIF/PPIA",2
"GO:0019646","GO:0019646","aerobic electron transport chain","1/21","89/17284",0.0112359550561798,9.24772605671482,2.72075363453597,0.102800465417918,0.227640900460092,0.180577565046696,"ND1",1
"GO:0042100","GO:0042100","B cell proliferation","1/21","90/17284",0.0111111111111111,9.14497354497355,2.70198882577832,0.103896201982398,0.227640900460092,0.180577565046696,"MIF",1
"GO:0051492","GO:0051492","regulation of stress fiber assembly","1/21","90/17284",0.0111111111111111,9.14497354497355,2.70198882577832,0.103896201982398,0.227640900460092,0.180577565046696,"PFN1",1
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","1/21","90/17284",0.0111111111111111,9.14497354497355,2.70198882577832,0.103896201982398,0.227640900460092,0.180577565046696,"MIF",1
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","1/21","91/17284",0.010989010989011,9.04447933019362,2.68351410139956,0.10499066398998,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0032273","GO:0032273","positive regulation of protein polymerization","1/21","92/17284",0.0108695652173913,8.94616977225673,2.66532166309576,0.10608385284918,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0043086","GO:0043086","negative regulation of catalytic activity","2/21","459/17284",0.00435729847494553,3.58626413528374,1.95867671641252,0.106135509652864,0.227640900460092,0.180577565046696,"GAPDH/PPIA",2
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","2/21","459/17284",0.00435729847494553,3.58626413528374,1.95867671641252,0.106135509652864,0.227640900460092,0.180577565046696,"MIF/PPIA",2
"GO:0010631","GO:0010631","epithelial cell migration","1/21","93/17284",0.010752688172043,8.8499743983615,2.64740400511102,0.107175769967034,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0001841","GO:0001841","neural tube formation","1/21","94/17284",0.0106382978723404,8.75582573454914,2.62975390024112,0.108266416749112,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0006935","GO:0006935","chemotaxis","2/21","466/17284",0.00429184549356223,3.53239321479665,1.93284933648827,0.108855098520307,0.227640900460092,0.180577565046696,"MIF/PPIA",2
"GO:0032602","GO:0032602","chemokine production","1/21","95/17284",0.0105263157894737,8.66365914786967,2.61236438664792,0.109355794599506,0.227640900460092,0.180577565046696,"MIF",1
"GO:0032642","GO:0032642","regulation of chemokine production","1/21","95/17284",0.0105263157894737,8.66365914786967,2.61236438664792,0.109355794599506,0.227640900460092,0.180577565046696,"MIF",1
"GO:1901874","GO:1901874","negative regulation of post-translational protein modification","1/21","95/17284",0.0105263157894737,8.66365914786967,2.61236438664792,0.109355794599506,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0042330","GO:0042330","taxis","2/21","468/17284",0.00427350427350427,3.51729751729752,1.92556064763283,0.109635717159784,0.227640900460092,0.180577565046696,"MIF/PPIA",2
"GO:0006096","GO:0006096","glycolytic process","1/21","96/17284",0.0104166666666667,8.5734126984127,2.59522875542963,0.11044390492084,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0090132","GO:0090132","epithelium migration","1/21","96/17284",0.0104166666666667,8.5734126984127,2.59522875542963,0.11044390492084,0.227640900460092,0.180577565046696,"PFN1",1
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","1/21","96/17284",0.0104166666666667,8.5734126984127,2.59522875542963,0.11044390492084,0.227640900460092,0.180577565046696,"RPS16",1
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","1/21","97/17284",0.0103092783505155,8.48502700049092,2.57834053889609,0.111530749114269,0.227640900460092,0.180577565046696,"ND1",1
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","1/21","97/17284",0.0103092783505155,8.48502700049092,2.57834053889609,0.111530749114269,0.227640900460092,0.180577565046696,"ND1",1
"GO:0048525","GO:0048525","negative regulation of viral process","1/21","97/17284",0.0103092783505155,8.48502700049092,2.57834053889609,0.111530749114269,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0042327","GO:0042327","positive regulation of phosphorylation","2/21","474/17284",0.00421940928270042,3.472774763914,1.90392988600452,0.111986984703899,0.227640900460092,0.180577565046696,"MIF/PPIA",2
"GO:0006754","GO:0006754","ATP biosynthetic process","1/21","98/17284",0.0102040816326531,8.39844509232264,2.56169349950241,0.112616328579481,0.227640900460092,0.180577565046696,"ND1",1
"GO:0046032","GO:0046032","ADP catabolic process","1/21","98/17284",0.0102040816326531,8.39844509232264,2.56169349950241,0.112616328579481,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0071346","GO:0071346","cellular response to type II interferon","1/21","98/17284",0.0102040816326531,8.39844509232264,2.56169349950241,0.112616328579481,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","1/21","98/17284",0.0102040816326531,8.39844509232264,2.56169349950241,0.112616328579481,0.227640900460092,0.180577565046696,"RPS16",1
"GO:0070936","GO:0070936","protein K48-linked ubiquitination","1/21","99/17284",0.0101010101010101,8.31361231361231,2.54528161939757,0.113700644714697,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","2/21","480/17284",0.00416666666666667,3.42936507936508,1.88264373674917,0.114352133418035,0.227640900460092,0.180577565046696,"GAPDH/ND1",2
"GO:0000041","GO:0000041","transition metal ion transport","1/21","100/17284",0.01,8.23047619047619,2.52909909054809,0.114783698916676,0.227640900460092,0.180577565046696,"FTH1",1
"GO:0019364","GO:0019364","pyridine nucleotide catabolic process","1/21","100/17284",0.01,8.23047619047619,2.52909909054809,0.114783698916676,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0090398","GO:0090398","cellular senescence","1/21","100/17284",0.01,8.23047619047619,2.52909909054809,0.114783698916676,0.227640900460092,0.180577565046696,"MIF",1
"GO:0110020","GO:0110020","regulation of actomyosin structure organization","1/21","100/17284",0.01,8.23047619047619,2.52909909054809,0.114783698916676,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0009137","GO:0009137","purine nucleoside diphosphate catabolic process","1/21","101/17284",0.0099009900990099,8.14898632720415,2.51314030539955,0.115865492580709,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0009181","GO:0009181","purine ribonucleoside diphosphate catabolic process","1/21","101/17284",0.0099009900990099,8.14898632720415,2.51314030539955,0.115865492580709,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","1/21","101/17284",0.0099009900990099,8.14898632720415,2.51314030539955,0.115865492580709,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","1/21","101/17284",0.0099009900990099,8.14898632720415,2.51314030539955,0.115865492580709,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0090130","GO:0090130","tissue migration","1/21","101/17284",0.0099009900990099,8.14898632720415,2.51314030539955,0.115865492580709,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","1/21","102/17284",0.00980392156862745,8.06909430438842,2.49739984804188,0.11694602710063,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","1/21","102/17284",0.00980392156862745,8.06909430438842,2.49739984804188,0.11694602710063,0.227640900460092,0.180577565046696,"ND1",1
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","1/21","103/17284",0.00970873786407767,7.99075358298659,2.48187248584639,0.118025303868811,0.227640900460092,0.180577565046696,"MIF",1
"GO:0072526","GO:0072526","pyridine-containing compound catabolic process","1/21","103/17284",0.00970873786407767,7.99075358298659,2.48187248584639,0.118025303868811,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0009191","GO:0009191","ribonucleoside diphosphate catabolic process","1/21","104/17284",0.00961538461538462,7.91391941391941,2.46655316154517,0.119103324276165,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0046031","GO:0046031","ADP metabolic process","1/21","104/17284",0.00961538461538462,7.91391941391941,2.46655316154517,0.119103324276165,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0001819","GO:0001819","positive regulation of cytokine production","2/21","495/17284",0.00404040404040404,3.32544492544493,1.83086920671326,0.12032376776715,0.227640900460092,0.180577565046696,"GAPDH/MIF",2
"GO:0009117","GO:0009117","nucleotide metabolic process","2/21","497/17284",0.00402414486921529,3.31206285331034,1.82411562067159,0.121126149763602,0.227640900460092,0.180577565046696,"GAPDH/ND1",2
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","1/21","106/17284",0.00943396226415094,7.76460017969452,2.43651922971304,0.121255601564762,0.227640900460092,0.180577565046696,"MIF",1
"GO:0042116","GO:0042116","macrophage activation","1/21","106/17284",0.00943396226415094,7.76460017969452,2.43651922971304,0.121255601564762,0.227640900460092,0.180577565046696,"MIF",1
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/21","106/17284",0.00943396226415094,7.76460017969452,2.43651922971304,0.121255601564762,0.227640900460092,0.180577565046696,"RPL30",1
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","1/21","107/17284",0.00934579439252336,7.69203382287494,2.42179531882251,0.122329861220551,0.227640900460092,0.180577565046696,"PFN1",1
"GO:0043149","GO:0043149","stress fiber assembly","1/21","107/17284",0.00934579439252336,7.69203382287494,2.42179531882251,0.122329861220551,0.227640900460092,0.180577565046696,"PFN1",1
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","1/21","107/17284",0.00934579439252336,7.69203382287494,2.42179531882251,0.122329861220551,0.227640900460092,0.180577565046696,"MIF",1
"GO:1990266","GO:1990266","neutrophil migration","1/21","107/17284",0.00934579439252336,7.69203382287494,2.42179531882251,0.122329861220551,0.227640900460092,0.180577565046696,"PPIA",1
"GO:0009134","GO:0009134","nucleoside diphosphate catabolic process","1/21","108/17284",0.00925925925925926,7.62081128747795,2.4072608259498,0.123402870064609,0.227640900460092,0.180577565046696,"GAPDH",1
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/21","108/17284",0.00925925925925926,7.62081128747795,2.4072608259498,0.123402870064609,0.227640900460092,0.180577565046696,"ND1",1
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","1/21","108/17284",0.00925925925925926,7.62081128747795,2.4072608259498,0.123402870064609,0.227640900460092,0.180577565046696,"MIF",1
"GO:1905954","GO:1905954","positive regulation of lipid localization","1/21","108/17284",0.00925925925925926,7.62081128747795,2.4072608259498,0.123402870064609,0.227640900460092,0.180577565046696,"MIF",1
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","1/21","109/17284",0.00917431192660551,7.55089558759284,2.39291146548911,0.124474629480575,0.227891520891128,0.180776371267792,"ND1",1
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","1/21","109/17284",0.00917431192660551,7.55089558759284,2.39291146548911,0.124474629480575,0.227891520891128,0.180776371267792,"MIF",1
"GO:0001776","GO:0001776","leukocyte homeostasis","1/21","112/17284",0.00892857142857143,7.34863945578231,2.35093332561457,0.127682424974602,0.232019928965043,0.184051256738724,"MIF",1
"GO:0097250","GO:0097250","mitochondrial respirasome assembly","1/21","112/17284",0.00892857142857143,7.34863945578231,2.35093332561457,0.127682424974602,0.232019928965043,0.184051256738724,"ND1",1
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","1/21","113/17284",0.00884955752212389,7.28360724820902,2.33728427232688,0.12874920048564,0.232225409764839,0.184214255665613,"ND1",1
"GO:0120034","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","1/21","113/17284",0.00884955752212389,7.28360724820902,2.33728427232688,0.12874920048564,0.232225409764839,0.184214255665613,"PFN1",1
"GO:0001838","GO:0001838","embryonic epithelial tube formation","1/21","115/17284",0.00869565217391304,7.15693581780538,2.31047952000145,0.130879025287856,0.235195886771904,0.186570605090865,"PFN1",1
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","1/21","116/17284",0.00862068965517241,7.09523809523809,2.29731683043025,0.131942077327518,0.23536920021429,0.186708087060725,"GAPDH",1
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","1/21","116/17284",0.00862068965517241,7.09523809523809,2.29731683043025,0.131942077327518,0.23536920021429,0.186708087060725,"GAPDH",1
"GO:0006690","GO:0006690","icosanoid metabolic process","1/21","119/17284",0.00840336134453781,6.91636654661865,2.25874771706192,0.135123808461374,0.237848007551471,0.188674416451724,"MIF",1
"GO:0071887","GO:0071887","leukocyte apoptotic process","1/21","119/17284",0.00840336134453781,6.91636654661865,2.25874771706192,0.135123808461374,0.237848007551471,0.188674416451724,"MIF",1
"GO:0015908","GO:0015908","fatty acid transport","1/21","120/17284",0.00833333333333333,6.85873015873016,2.24618717330609,0.136181915074966,0.237848007551471,0.188674416451724,"MIF",1
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","1/21","121/17284",0.00826446280991736,6.80204643841008,2.2337695242261,0.137238788751465,0.237848007551471,0.188674416451724,"ND1",1
"GO:0022904","GO:0022904","respiratory electron transport chain","1/21","121/17284",0.00826446280991736,6.80204643841008,2.2337695242261,0.137238788751465,0.237848007551471,0.188674416451724,"ND1",1
"GO:0034341","GO:0034341","response to type II interferon","1/21","121/17284",0.00826446280991736,6.80204643841008,2.2337695242261,0.137238788751465,0.237848007551471,0.188674416451724,"GAPDH",1
"GO:0043405","GO:0043405","regulation of MAP kinase activity","1/21","121/17284",0.00826446280991736,6.80204643841008,2.2337695242261,0.137238788751465,0.237848007551471,0.188674416451724,"MIF",1
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","1/21","121/17284",0.00826446280991736,6.80204643841008,2.2337695242261,0.137238788751465,0.237848007551471,0.188674416451724,"PPIA",1
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","1/21","125/17284",0.008,6.58438095238095,2.18547143046768,0.141453981363092,0.240445199088457,0.190734654848079,"MIF",1
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","1/21","125/17284",0.008,6.58438095238095,2.18547143046768,0.141453981363092,0.240445199088457,0.190734654848079,"MIF",1
"GO:0002367","GO:0002367","cytokine production involved in immune response","1/21","126/17284",0.00793650793650794,6.53212396069539,2.17372660484346,0.142504710799036,0.240445199088457,0.190734654848079,"MIF",1
"GO:0006090","GO:0006090","pyruvate metabolic process","1/21","126/17284",0.00793650793650794,6.53212396069539,2.17372660484346,0.142504710799036,0.240445199088457,0.190734654848079,"GAPDH",1
