filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PAS98818_pass_a8213d2d_55b97e52_0.pod5	294d2f1a-0c74-476b-8a2f-3647d36cbcc1	55b97e52b6457c7296c12413c436f78dae40ad1f	766	1	70.173	7.778	70.6855	7.2655	943	15.9912	unclassified	ENST00000302182.8	11	933	0	925	+	936	911	901	14	11	10	60	0.980912	0.989023	0.962607	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	244438d7-a354-4fc0-b8ff-beb814da5fc8	55b97e52b6457c7296c12413c436f78dae40ad1f	2101	1	72.452	8.25175	73.152	7.55175	913	10.0058	unclassified	ENST00000319248.13	14	909	0	878	+	909	864	833	14	31	31	52	0.961665	0.96412	0.916392	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	9a379eeb-6681-48de-8a49-d1c8c2d7e48d	55b97e52b6457c7296c12413c436f78dae40ad1f	795	1	71.396	3.93825	72.1335	3.20075	222	14.4247	unclassified	ENST00000361453.3	807	1033	0	205	+	226	205	204	0	21	1	60	0.923423	0.995122	0.902655	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	b0aa1ba3-1826-47ce-9c94-8f527ec26ac3	55b97e52b6457c7296c12413c436f78dae40ad1f	1400	1	70.082	1.98675	70.557	1.51175	138	12.7091	unclassified	ENST00000233609.8	408	534	2	121	+	127	118	118	1	8	0	0	0.862319	1	0.929134	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	ceb3ad38-2c42-4d31-8161-ad85aaabd2c2	55b97e52b6457c7296c12413c436f78dae40ad1f	1558	1	74.834	3.76225	75.4465	3.14975	412	14.7668	unclassified	ENST00000378670.8	22	413	4	393	+	391	389	388	0	2	1	27	0.944175	0.997429	0.992327	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	3c365573-5a79-46ae-9c42-64fdcb10ed6e	55b97e52b6457c7296c12413c436f78dae40ad1f	2619	1	71.925	5.6155	72.3	5.2405	557	15.9143	unclassified	ENST00000648839.1	12	521	0	503	+	513	499	496	4	10	3	60	0.903052	0.993988	0.966862	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	c9890149-7765-4568-b7e7-c2835f352591	55b97e52b6457c7296c12413c436f78dae40ad1f	1125	1	73.884	5.7085	74.409	5.1835	507	14.0855	unclassified	ENST00000531743.5	232	693	34	496	+	466	457	452	5	4	5	1	0.911243	0.989059	0.969957	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a6dcf928-24ef-4b95-88ae-31342fa0ef2e	55b97e52b6457c7296c12413c436f78dae40ad1f	1087	1	70.284	9.28275	70.9715	8.59525	1027	12.5334	unclassified	ENST00000378312.8	501	1521	0	1009	+	1039	990	966	19	30	24	0	0.982473	0.975758	0.92974	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	076a1fff-0b40-43f8-b8d0-44e2b78b6ec4	55b97e52b6457c7296c12413c436f78dae40ad1f	445	1	71.172	7.264	71.872	6.564	844	16.5428	unclassified	ENST00000335895.12	60	897	2	836	+	846	825	820	9	12	5	54	0.988152	0.993939	0.969267	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a571cfc3-4448-43ce-813d-405e075db5d1	55b97e52b6457c7296c12413c436f78dae40ad1f	1577	1	71.156	3.2815	71.806	2.6315	390	15.0235	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	49a5cde7-cc6b-4f45-8a4d-f74aa6013344	55b97e52b6457c7296c12413c436f78dae40ad1f	1824	1	70.743	4.7645	71.4055	4.102	451	16.4484	unclassified	ENST00000348462.6	12	452	0	441	+	444	437	433	4	3	4	60	0.977827	0.990847	0.975225	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	9df93f28-d9ef-4f8b-acbb-4d431b50ca28	55b97e52b6457c7296c12413c436f78dae40ad1f	2112	1	73.877	5.4775	74.427	4.9275	543	17.2026	unclassified	ENST00000311672.10	5	537	0	529	+	540	521	516	8	11	5	57	0.974217	0.990403	0.955556	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	24c0245d-7b73-4f0b-802c-f3afe0cb0879	55b97e52b6457c7296c12413c436f78dae40ad1f	1268	1	73.624	6.06975	74.099	5.59475	678	17.9688	unclassified	ENST00000297258.11	12	676	0	659	+	665	658	656	1	6	2	56	0.971976	0.99696	0.986466	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	87d5a92a-0c1c-46b4-bb93-71c132175f4e	55b97e52b6457c7296c12413c436f78dae40ad1f	1885	1	70.363	8.41375	70.863	7.91375	926	17.9891	unclassified	ENST00000343262.9	12	942	0	913	+	936	907	903	6	23	4	60	0.985961	0.99559	0.964744	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	8b1bcfb9-f096-4199-bb1b-af2d45fd214b	55b97e52b6457c7296c12413c436f78dae40ad1f	753	1	75.874	3.68525	76.474	3.08525	291	17.9972	unclassified	ENST00000556230.2	398	677	0	277	+	281	275	273	2	4	2	0	0.95189	0.992727	0.97153	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a28d5912-455d-40fa-8775-522cd53034fb	55b97e52b6457c7296c12413c436f78dae40ad1f	659	1	72.746	8.132	73.421	7.457	1040	14.5488	unclassified	ENST00000555814.1	103	291	845	1029	-	193	179	177	5	9	2	60	0.176923	0.988827	0.917098	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	b627d651-8289-47f9-9c80-1dbfd5c605af	55b97e52b6457c7296c12413c436f78dae40ad1f	936	1	72.951	4.45125	73.426	3.97625	554	15.4611	unclassified	ENST00000600213.3	237	794	0	551	+	562	546	515	5	11	31	57	0.994585	0.943223	0.91637	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	11a02cad-c96e-46db-9269-65eeca974a8b	55b97e52b6457c7296c12413c436f78dae40ad1f	383	1	70.622	5.69	71.372	4.94	564	18.686	unclassified	ENST00000361272.9	2067	2628	1	557	+	562	555	554	1	6	1	60	0.985816	0.998198	0.985765	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	bdf1bb67-be6d-4590-a220-416d3a57f770	55b97e52b6457c7296c12413c436f78dae40ad1f	1819	1	67.663	9.43225	70.213	6.88225	826	17.1482	unclassified	ENST00000400033.1	179	932	65	820	+	763	745	740	10	8	5	24	0.914044	0.993289	0.969856	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0de463e7-f052-4c1a-ac43-c5b3427dcb6a	55b97e52b6457c7296c12413c436f78dae40ad1f	2407	1	70.278	2.26575	70.778	1.76575	131	15.9692	unclassified	ENST00000307961.11	1306	1438	1	126	+	133	124	124	1	8	0	1	0.954198	1	0.932331	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	60bb6109-8227-4efe-bb3a-dcc03f501fda	55b97e52b6457c7296c12413c436f78dae40ad1f	1337	1	70.205	1.80125	70.78	1.22625	126	13.4523	unclassified	ENST00000588830.1	197	318	5	126	+	123	119	119	2	2	0	0	0.960317	1	0.96748	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	25878006-62e0-435f-b319-9686c11b19d2	55b97e52b6457c7296c12413c436f78dae40ad1f	2194	1	72.032	6.942	72.5445	6.4295	874	14.2365	unclassified	ENST00000361624.2	0	552	305	857	+	556	548	544	4	4	4	52	0.631579	0.992701	0.978417	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	89a28017-9025-42db-97e4-b82efe8ab16b	55b97e52b6457c7296c12413c436f78dae40ad1f	808	1	72.951	5.19525	73.701	4.44525	504	16.4146	unclassified	ENST00000374517.6	12	519	0	501	+	510	498	493	3	9	5	60	0.994048	0.98996	0.966667	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	414b473c-1f5d-41db-af0d-470b087401fd	55b97e52b6457c7296c12413c436f78dae40ad1f	1409	1	76.109	4	76.6965	3.4125	419	16.2227	unclassified	ENST00000347512.8	0	399	10	401	+	402	388	387	3	11	1	44	0.933174	0.997423	0.962687	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	2badd12a-0e0f-4ac6-9cf8-27874a678c58	55b97e52b6457c7296c12413c436f78dae40ad1f	2282	1	67.893	6.63425	69.918	4.60925	582	12.6256	unclassified	ENST00000648839.1	16	523	2	508	+	510	503	491	3	4	12	8	0.869416	0.976143	0.962745	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	4d4fd341-c869-40c0-8bbc-46651e57f606	55b97e52b6457c7296c12413c436f78dae40ad1f	1282	1	71.948	5.96775	72.598	5.31775	550	16.46	unclassified	ENST00000270625.7	7	554	0	545	+	552	540	537	5	7	3	59	0.990909	0.994444	0.972826	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	31457cfe-9847-4cb5-8e06-78f508933c24	55b97e52b6457c7296c12413c436f78dae40ad1f	1385	1	74.436	4.99025	75.0235	4.40275	534	17.3482	unclassified	ENST00000272317.11	20	541	9	528	+	521	519	519	0	2	0	0	0.97191	1	0.996161	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	e558c6d7-bbfb-400b-94af-c0f399cc52d7	55b97e52b6457c7296c12413c436f78dae40ad1f	1221	1	70.05	5.584	70.6625	4.9715	515	15.3935	unclassified	ENST00000314133.4	0	494	24	507	+	495	482	476	1	12	6	60	0.937864	0.987552	0.961616	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	b3c2617c-409a-4ce7-95f1-629768209389	55b97e52b6457c7296c12413c436f78dae40ad1f	1390	1	67.434	7.99725	69.959	5.47225	505	14.8032	unclassified	ENST00000682242.1	12	447	0	436	+	437	434	431	2	1	3	0	0.863366	0.993088	0.98627	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	f713b861-c320-45bf-b5d3-92e63f21251a	55b97e52b6457c7296c12413c436f78dae40ad1f	1253	1	73.219	7.00775	73.869	6.35775	823	16.5924	unclassified	ENST00000382159.8	20	837	0	806	+	822	801	793	5	16	8	60	0.979344	0.990012	0.96472	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	8abc6587-83d9-4acf-95a0-f58dce2cca67	55b97e52b6457c7296c12413c436f78dae40ad1f	2549	1	72.442	7.0455	73.017	6.4705	861	16.905	unclassified	ENST00000274065.9	12	862	0	849	+	855	844	840	5	6	4	50	0.986063	0.995261	0.982456	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	fbf4e385-83d7-4808-8046-9a6300b62afc	55b97e52b6457c7296c12413c436f78dae40ad1f	1101	1	67.315	12.5395	69.965	9.8895	1305	16.4029	unclassified	ENST00000677681.1	1319	2587	0	1256	+	1284	1240	1224	16	28	16	0	0.962452	0.987097	0.953271	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	16dbf5fb-f1bc-45ca-bc67-1677ea462041	55b97e52b6457c7296c12413c436f78dae40ad1f	1198	1	73.942	4.19875	74.6795	3.46125	327	17.7496	unclassified	ENST00000594797.6	12	327	0	311	+	315	311	308	0	4	3	45	0.95107	0.990354	0.977778	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	ac4509ed-324c-49d8-ac1d-e2505b3021ea	55b97e52b6457c7296c12413c436f78dae40ad1f	1206	1	71.563	6.6905	72.1005	6.153	583	20.0351	unclassified	ENST00000281871.11	6	585	0	575	+	583	571	571	4	8	0	60	0.986278	1	0.979417	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	09b2fbbb-8530-4126-873b-3f0e1727a852	55b97e52b6457c7296c12413c436f78dae40ad1f	1195	1	70.964	5.36425	71.814	4.51425	560	16.7231	unclassified	ENST00000251453.8	11	558	0	547	+	550	544	533	3	3	11	60	0.976786	0.979779	0.969091	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	6ba4538f-d0e5-459d-aba0-e142cf864641	55b97e52b6457c7296c12413c436f78dae40ad1f	1301	1	71.949	3.25925	72.499	2.70925	146	16.6611	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	af0a4e52-d215-420c-984e-96e035555488	55b97e52b6457c7296c12413c436f78dae40ad1f	2298	1	70.314	3.965	70.8515	3.4275	339	15.1842	unclassified	ENST00000651669.1	13	347	0	332	+	336	330	329	2	4	1	60	0.979351	0.99697	0.979167	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	538b091c-03e4-4e07-95fe-60e96199e7ad	55b97e52b6457c7296c12413c436f78dae40ad1f	2056	1	73.124	3.027	73.6865	2.4645	293	14.1923	unclassified	ENST00000245458.11	18	294	5	280	+	280	271	265	4	5	6	0	0.938567	0.97786	0.946429	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0a94f1f6-d59d-4b26-850c-865e94d9c8e2	55b97e52b6457c7296c12413c436f78dae40ad1f	1449	1	67.434	9.516	70.634	6.316	712	17.6417	unclassified	ENST00000311528.10	0	711	4	707	+	712	702	698	1	9	4	39	0.98736	0.994302	0.980337	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	777309cb-1198-4497-baf3-4bb10603b85c	55b97e52b6457c7296c12413c436f78dae40ad1f	2309	1	72.44	8.288	73.0025	7.7255	945	15.3089	unclassified	ENST00000343262.9	14	942	0	926	+	939	915	909	11	13	6	60	0.979894	0.993443	0.968051	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	013c8c00-9d3a-40fa-b327-3383ba2df5ba	55b97e52b6457c7296c12413c436f78dae40ad1f	1886	1	70.417	2.1265	70.892	1.6515	181	16.2233	unclassified	ENST00000291458.9	537	711	2	168	+	174	166	165	0	8	1	0	0.917127	0.993976	0.948276	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	2f7e5c9c-2da6-4a9d-a3c1-6da5a1d3b8d0	55b97e52b6457c7296c12413c436f78dae40ad1f	2697	1	68.007	6.75375	69.5945	5.16625	549	20.8356	unclassified	ENST00000330964.10	14	506	0	491	+	492	491	491	0	1	0	60	0.894353	1	0.997967	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	5f5ca592-1125-4f98-a2b6-6b1294905455	55b97e52b6457c7296c12413c436f78dae40ad1f	2050	1	67.778	9.51075	70.5155	6.77325	875	17.8605	unclassified	ENST00000296417.6	13	866	0	858	+	861	850	847	8	3	3	33	0.980571	0.996471	0.98374	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	813abbdd-3248-4377-940c-e955f6d2c817	55b97e52b6457c7296c12413c436f78dae40ad1f	1971	1	71.719	6.0335	72.3315	5.421	664	17.553	unclassified	ENST00000645674.2	78	731	0	649	+	654	648	646	1	5	2	4	0.97741	0.996914	0.987768	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	74651e61-2ef7-48e6-952f-c3324bbcc7fb	55b97e52b6457c7296c12413c436f78dae40ad1f	816	1	71.627	7.251	72.2395	6.6385	933	15.1804	unclassified	ENST00000307839.10	25	963	3	923	+	949	909	903	11	29	6	8	0.986066	0.993399	0.951528	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	f4c170e9-6b9a-4c05-b46f-3a1e42531f2c	55b97e52b6457c7296c12413c436f78dae40ad1f	1867	1	72.434	7.81075	72.984	7.26075	1030	15.2699	unclassified	ENST00000331200.8	366	1319	89	1018	+	955	927	921	2	26	6	28	0.901942	0.993528	0.964398	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	cf33ae6a-5e3c-4176-9677-8a364f1e579b	55b97e52b6457c7296c12413c436f78dae40ad1f	1033	1	67.315	13.335	70.415	10.235	1252	14.9917	unclassified	ENST00000229239.10	30	1285	17	1246	+	1256	1228	1216	1	27	12	11	0.981629	0.990228	0.968153	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	dc46fb4e-60e2-4ef3-b217-3bd5a647b979	55b97e52b6457c7296c12413c436f78dae40ad1f	2468	1	72.339	6.697	72.889	6.147	838	20.5494	unclassified	ENST00000366928.10	14	824	0	811	+	814	807	800	4	3	7	41	0.96778	0.991326	0.982801	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	6d14d883-a0d6-47de-be79-4c2dc8f2f0fb	55b97e52b6457c7296c12413c436f78dae40ad1f	2947	1	68.121	7.49775	70.5335	5.08525	694	16.1481	unclassified	ENST00000540040.3	568	1240	0	668	+	680	660	586	8	12	74	60	0.962536	0.887879	0.861765	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	20364abf-a521-48b8-98cd-48fa3e09bd6f	55b97e52b6457c7296c12413c436f78dae40ad1f	1393	1	75.463	4.13675	76.013	3.58675	468	15.0096	unclassified	ENST00000249786.9	71	512	13	448	+	444	432	427	3	9	5	0	0.929487	0.988426	0.961712	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	641ab392-8a1b-45c2-b6da-933384b5d97f	55b97e52b6457c7296c12413c436f78dae40ad1f	2171	1	70.335	6.89325	70.7475	6.48075	850	13.5673	unclassified	ENST00000398411.5	0	525	1	527	+	529	522	519	4	3	3	1	0.618824	0.994253	0.981096	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	c355b4b6-aac1-4a26-94ef-7b8c2ab899c5	55b97e52b6457c7296c12413c436f78dae40ad1f	1769	1	70.398	7.96875	71.0855	7.28125	775	15.3283	unclassified	ENST00000611653.4	24	793	0	753	+	780	742	736	11	27	6	0	0.971613	0.991914	0.94359	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	733c9857-05a3-4e9f-ada4-c6cda37a93dc	55b97e52b6457c7296c12413c436f78dae40ad1f	302	1	70.328	7.26225	70.9905	6.59975	832	16.3058	unclassified	ENST00000262584.7	209	1041	0	825	+	833	824	817	1	8	7	2	0.991587	0.991505	0.980792	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	e87115b8-d5c5-4735-9198-4927ff09b78b	55b97e52b6457c7296c12413c436f78dae40ad1f	1794	1	72.951	7.45125	73.4635	6.93875	918	17.944	unclassified	ENST00000202773.14	23	920	0	897	+	899	895	892	2	2	3	6	0.977124	0.996648	0.992214	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	53edaa33-a5c7-4bfb-ac6f-247e10a5badc	55b97e52b6457c7296c12413c436f78dae40ad1f	2882	1	72.306	3.8375	72.8685	3.275	342	16.5949	unclassified	ENST00000651669.1	13	347	0	330	+	335	329	326	1	5	3	26	0.964912	0.990881	0.973134	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	efc881b0-21ec-4f1e-a5c8-5d20dcdbeb1a	55b97e52b6457c7296c12413c436f78dae40ad1f	1593	1	71.226	4.58925	71.851	3.96425	573	15.1054	unclassified	ENST00000433866.7	12	560	0	555	+	556	547	543	8	1	4	60	0.968586	0.992687	0.976619	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	7c62a558-03e1-49ac-88d2-31d89f86745d	55b97e52b6457c7296c12413c436f78dae40ad1f	1802	1	70.21	6.7865	70.6975	6.299	757	17.5819	unclassified	ENST00000631973.1	930	1676	0	744	+	749	741	738	3	5	3	0	0.982827	0.995951	0.985314	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	2813c4ab-38fd-4277-be17-617b24f78779	55b97e52b6457c7296c12413c436f78dae40ad1f	2942	1	73.102	6.669	73.7395	6.0315	769	18.8327	unclassified	ENST00000468812.6	12	749	0	740	+	741	736	734	4	1	2	48	0.962289	0.997283	0.990553	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	6f12c9d9-64c3-4729-92b7-ce179e3ab104	55b97e52b6457c7296c12413c436f78dae40ad1f	1787	1	70.467	8.05625	71.0045	7.51875	1072	18.7994	unclassified	ENST00000392514.9	16	1102	0	1070	+	1089	1067	1063	3	19	4	13	0.998134	0.996251	0.976125	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	7f5c4394-8a29-412c-ae16-b6e58949eda4	55b97e52b6457c7296c12413c436f78dae40ad1f	1700	1	70.209	2.33475	70.9465	1.59725	162	15.3542	unclassified	ENST00000274065.9	719	864	8	151	+	145	143	142	0	2	1	0	0.882716	0.993007	0.97931	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	aac72185-6065-4e2f-8a6d-caa30e0206a6	55b97e52b6457c7296c12413c436f78dae40ad1f	814	1	72.28	4.7975	72.9675	4.11	450	16.2667	unclassified	ENST00000614145.5	12	455	0	443	+	447	439	438	4	4	1	60	0.984444	0.997722	0.979866	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	8cc6182f-2877-4c27-b873-5330f9379e26	55b97e52b6457c7296c12413c436f78dae40ad1f	271	1	72.593	5.1125	73.243	4.4625	490	15.3534	unclassified	ENST00000529639.6	22	502	4	481	+	484	473	470	4	7	3	38	0.973469	0.993658	0.971074	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	92bc8879-dae0-4ff2-85f1-9160e330711a	55b97e52b6457c7296c12413c436f78dae40ad1f	1911	1	71.405	4.221	71.9925	3.6335	433	16.9027	unclassified	ENST00000394667.8	13	432	0	418	+	420	417	412	1	2	5	1	0.965358	0.98801	0.980952	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	ec9a2304-8a2d-4652-8e1c-102603d0ae19	55b97e52b6457c7296c12413c436f78dae40ad1f	1633	1	70.243	1.8255	71.043	1.0255	102	10.8355	unclassified	ENST00000352983.7	738	834	3	93	+	96	90	88	0	6	2	0	0.882353	0.977778	0.916667	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	f77a1f35-cbca-4fbb-a067-c4878835a762	55b97e52b6457c7296c12413c436f78dae40ad1f	426	1	70.017	5.91425	70.567	5.36425	664	16.88	unclassified	ENST00000512737.6	42	690	1	652	+	654	645	639	6	3	6	40	0.980422	0.990698	0.977064	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	66f799db-8ea6-4efb-9f7d-cd9b785a529a	55b97e52b6457c7296c12413c436f78dae40ad1f	876	1	73.942	5.62325	74.542	5.02325	554	15.5894	unclassified	ENST00000613839.2	407	936	10	536	+	534	521	517	5	8	4	0	0.949458	0.992322	0.968165	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	19c3d46a-4c5b-414a-a23a-92ccc803bb8f	55b97e52b6457c7296c12413c436f78dae40ad1f	1440	1	70.359	6.54325	71.0215	5.88075	667	16.1803	unclassified	ENST00000396651.8	46	702	0	656	+	662	650	644	6	6	6	23	0.983508	0.990769	0.97281	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0cb763d8-765e-4712-a2c5-93d23ea4af43	55b97e52b6457c7296c12413c436f78dae40ad1f	820	1	73.222	7.34575	73.7595	6.80825	908	18.1031	unclassified	ENST00000677653.1	803	1686	0	885	+	892	876	872	9	7	4	0	0.97467	0.995434	0.977578	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	44d8d628-7b58-46e7-973d-adda39ee0cfb	55b97e52b6457c7296c12413c436f78dae40ad1f	104	1	72.308	7.829	73.0705	7.0665	938	15.8213	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0391a760-b3f7-4b1b-89c2-e19469c24451	55b97e52b6457c7296c12413c436f78dae40ad1f	1826	1	75.641	2.36425	76.241	1.76425	195	15.5577	unclassified	ENST00000233143.6	275	461	1	181	+	186	180	176	0	6	4	28	0.923077	0.977778	0.946237	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	3d2a32c1-6f75-4dde-8414-7a200ad0f54b	55b97e52b6457c7296c12413c436f78dae40ad1f	1866	1	70.596	1.94825	71.2085	1.33575	165	16.0855	unclassified	ENST00000528105.5	508	653	6	152	+	146	145	145	1	0	0	0	0.884848	1	0.993151	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0735d7a8-23d0-412c-aa93-82814392ab62	55b97e52b6457c7296c12413c436f78dae40ad1f	1561	1	70.548	9.4985	71.148	8.8985	871	13.7675	unclassified	ENST00000283646.5	359	1203	0	855	+	862	837	823	18	7	14	60	0.98163	0.983274	0.954756	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	44e70643-075c-4ac0-bb6a-74d76e6edb67	55b97e52b6457c7296c12413c436f78dae40ad1f	2172	1	75.695	4.13425	76.2575	3.57175	393	12.3698	unclassified	ENST00000343986.9	18	358	42	380	+	341	337	334	1	3	3	47	0.860051	0.991098	0.979472	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	cf88d514-925d-4c35-8551-d952b30f5b2b	55b97e52b6457c7296c12413c436f78dae40ad1f	2640	1	68.007	11.5605	70.4945	9.073	1146	16.1306	unclassified	ENST00000309083.8	12	1153	0	1130	+	1154	1117	1108	13	24	9	60	0.986038	0.991943	0.960139	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	e598ada2-5eab-4896-9836-aa727c98b0f3	55b97e52b6457c7296c12413c436f78dae40ad1f	1871	1	70.052	2.017	70.627	1.442	132	17.7253	unclassified	ENST00000244815.9	4257	4370	3	114	+	113	111	111	0	2	0	7	0.840909	1	0.982301	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	0c7ac85d-675f-49ec-aa59-eb9b0cfeb690	55b97e52b6457c7296c12413c436f78dae40ad1f	2911	1	70.008	2.6335	70.683	1.9585	257	17.1293	unclassified	ENST00000509736.5	341	576	4	235	+	235	231	231	0	4	0	0	0.898833	1	0.982979	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	70319c1a-e2b9-4940-a740-4acdf5504cae	55b97e52b6457c7296c12413c436f78dae40ad1f	1295	1	73.082	4.34425	73.732	3.69425	438	15.7809	unclassified	ENST00000372013.8	12	443	0	422	+	433	420	420	2	11	0	0	0.96347	1	0.969977	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	597b4145-f1f1-4cf4-9ebd-d374baaa8e26	55b97e52b6457c7296c12413c436f78dae40ad1f	1432	1	72.137	7.0805	72.8245	6.393	888	19.2424	unclassified	ENST00000316084.10	44	913	0	875	+	879	865	861	10	4	4	60	0.98536	0.995376	0.979522	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	a269027f-54b9-4985-aead-5d29c5b4ce1f	55b97e52b6457c7296c12413c436f78dae40ad1f	2895	1	74.536	5.134	75.1235	4.5465	500	12.842	unclassified	ENST00000295830.13	12	509	0	485	+	500	482	477	3	15	5	40	0.97	0.989627	0.954	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	13e3ee1f-5a09-4d49-85f6-50adb713f443	55b97e52b6457c7296c12413c436f78dae40ad1f	2724	1	71.15	6.80025	71.6	6.35025	714	16.8949	unclassified	ENST00000244520.10	23	743	0	706	+	721	705	694	1	15	11	48	0.988796	0.984397	0.962552	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	ee0223ae-fe3c-4fad-861a-8e00799eff43	55b97e52b6457c7296c12413c436f78dae40ad1f	2976	1	70.323	5.84	70.9605	5.2025	713	17.2772	unclassified	ENST00000295955.14	20	718	1	694	+	700	691	688	2	7	3	21	0.97195	0.995658	0.982857	0
PAS98818_pass_a8213d2d_55b97e52_0.pod5	68a3395d-669a-4589-b3fc-89b3510d916b	55b97e52b6457c7296c12413c436f78dae40ad1f	1433	1	67.434	12.5378	69.984	9.98775	1328	18.0379	unclassified	ENST00000375549.8	38	1321	0	1272	+	1290	1265	1263	7	18	2	60	0.957831	0.998419	0.97907	0
